16000,259767.3
15000,219913.38
14000,198567.44
13000,184506.52
12000,177976.36
11000,131709.22
10000,127373.28
9000,103786.44
8000,97297.2
7000,83926.72
6000,63540.44
5000,49672.62
4000,41866.82
3000,28976.14
2000,14727.96
1000,3499.18
